Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Location,Discount_Applied,Return_Flag,Order_Amount,Payment_Method_Debit Card,Payment_Method_Gift Card,Payment_Method_PayPal,Shipping_Method_Next-Day,Shipping_Method_Standard,Product_Category_Clothing,Product_Category_Electronics,Product_Category_Home,Product_Category_Toys,User_Gender_Male,Return_Prob
ORD00003054,PROD00003054,USER00003054,2024-05-30,,414.61,4,,Not Returned,,55,City67,31.43,0,1658.44,False,True,False,False,True,False,False,False,False,True,0.5051795597116431
ORD00003057,PROD00003057,USER00003057,2024-06-20,2024-11-05,286.24,3,Changed mind,Returned,138.0,70,City23,33.86,1,858.72,True,False,False,True,False,False,True,False,False,True,0.5345494494687887
ORD00003058,PROD00003058,USER00003058,2024-12-21,2023-12-10,360.38,2,Wrong item,Returned,-377.0,42,City73,40.44,1,720.76,False,False,False,True,False,False,False,False,False,True,0.5238140125636042
ORD00003059,PROD00003059,USER00003059,2024-04-09,2024-01-11,278.29,3,Wrong item,Returned,-89.0,24,City35,22.99,1,834.8700000000001,True,False,False,True,False,False,True,False,False,False,0.5199410145169784
ORD00003064,PROD00003064,USER00003064,2024-10-28,2023-12-15,245.25,3,Defective,Returned,-318.0,59,City90,20.72,1,735.75,True,False,False,False,True,True,False,False,False,True,0.5213947435383052
ORD00003065,PROD00003065,USER00003065,2024-03-18,,66.58,2,,Not Returned,,24,City51,49.9,0,133.16,True,False,False,False,False,False,True,False,False,True,0.5407597441326173
ORD00003066,PROD00003066,USER00003066,2024-03-09,,88.2,4,,Not Returned,,19,City99,30.7,0,352.8,False,False,True,False,True,True,False,False,False,True,0.5056768698836863
ORD00003067,PROD00003067,USER00003067,2023-04-28,2023-06-18,196.03,2,Not as described,Returned,51.0,26,City34,39.07,1,392.06,False,True,False,False,True,False,False,True,False,False,0.5070333795567692
ORD00003069,PROD00003069,USER00003069,2023-07-21,2023-04-26,461.1,4,Defective,Returned,-86.0,69,City74,21.67,1,1844.4,False,True,False,False,False,True,False,False,False,True,0.5158550852719549
ORD00003071,PROD00003071,USER00003071,2024-03-13,,23.79,1,,Not Returned,,32,City27,49.21,0,23.79,False,False,True,True,False,False,False,False,False,True,0.5061594111164112
ORD00003072,PROD00003072,USER00003072,2024-02-24,,207.7,1,,Not Returned,,66,City86,36.67,0,207.7,False,False,False,True,False,False,False,False,True,False,0.5018954807149322
ORD00003077,PROD00003077,USER00003077,2023-06-05,,213.99,4,,Not Returned,,38,City83,14.24,0,855.96,False,False,False,False,False,False,True,False,False,False,0.5006221262022643
ORD00003078,PROD00003078,USER00003078,2024-11-22,2024-04-10,87.42,2,Wrong item,Returned,-226.0,40,City46,37.04,1,174.84,True,False,False,False,False,False,False,True,False,True,0.5106719492188395
ORD00003081,PROD00003081,USER00003081,2023-08-12,2023-06-29,277.94,1,Wrong item,Returned,-44.0,69,City61,24.73,1,277.94,False,False,False,False,True,True,False,False,False,True,0.5224768166489233
ORD00003084,PROD00003084,USER00003084,2023-01-25,,289.35,3,,Not Returned,,68,City27,40.33,0,868.0500000000001,False,True,False,True,False,False,False,False,True,False,0.5078126744062019
ORD00003085,PROD00003085,USER00003085,2024-04-11,,106.5,4,,Not Returned,,29,City13,32.99,0,426.0,False,False,False,True,False,False,False,False,False,False,0.5167950033397362
ORD00003088,PROD00003088,USER00003088,2024-04-26,,306.76,5,,Not Returned,,48,City1,15.21,0,1533.8,False,False,False,False,False,True,False,False,False,True,0.5100085800863389
ORD00003089,PROD00003089,USER00003089,2024-10-06,,396.39,4,,Not Returned,,22,City63,48.82,0,1585.56,True,False,False,True,False,False,False,False,False,True,0.5292688305644326
ORD00003092,PROD00003092,USER00003092,2024-12-05,2023-03-12,386.45,1,Wrong item,Returned,-634.0,64,City56,24.84,1,386.45,False,False,False,False,False,True,False,False,False,True,0.5228571425133617
ORD00003096,PROD00003096,USER00003096,2024-05-17,2023-10-03,435.76,3,Wrong item,Returned,-227.0,61,City29,34.79,1,1307.28,True,False,False,False,True,False,True,False,False,True,0.5220812967398318
ORD00003097,PROD00003097,USER00003097,2024-03-20,2023-06-17,438.14,5,Changed mind,Returned,-277.0,63,City96,47.76,1,2190.7,False,False,False,True,False,False,False,False,False,False,0.5154777521591951
ORD00003098,PROD00003098,USER00003098,2024-01-07,,157.49,5,,Not Returned,,65,City16,5.96,0,787.45,False,False,False,False,True,True,False,False,False,False,0.5033702195261742
ORD00003101,PROD00003101,USER00003101,2023-09-24,,412.51,1,,Not Returned,,68,City78,4.43,0,412.51,False,True,False,False,True,False,True,False,False,True,0.5030747992126856
ORD00003102,PROD00003102,USER00003102,2023-11-22,2024-06-13,424.32,1,Changed mind,Returned,204.0,66,City60,12.04,1,424.32,False,False,False,True,False,True,False,False,False,False,0.5166871858817031
ORD00003107,PROD00003107,USER00003107,2023-08-05,2024-09-04,420.99,3,Not as described,Returned,396.0,50,City21,48.16,1,1262.97,False,True,False,False,True,False,False,False,True,True,0.5071586386397282
ORD00003113,PROD00003113,USER00003113,2024-09-12,2023-08-27,315.53,2,Wrong item,Returned,-382.0,39,City82,13.34,1,631.06,True,False,False,False,False,False,True,False,False,True,0.507763258259666
ORD00003116,PROD00003116,USER00003116,2023-07-01,2024-04-12,244.05,1,Defective,Returned,286.0,48,City34,43.81,1,244.05,False,True,False,False,True,False,False,False,True,False,0.502323828911048
ORD00003118,PROD00003118,USER00003118,2024-12-21,,403.77,1,,Not Returned,,36,City1,43.75,0,403.77,False,True,False,False,False,False,False,False,False,True,0.5227775533408215
ORD00003119,PROD00003119,USER00003119,2024-03-28,,74.64,5,,Not Returned,,44,City15,19.87,0,373.2,True,False,False,True,False,False,True,False,False,True,0.5306288846538949
ORD00003120,PROD00003120,USER00003120,2024-02-20,2023-01-09,56.83,1,Wrong item,Returned,-407.0,57,City93,24.97,1,56.83,True,False,False,True,False,True,False,False,False,False,0.5296185294833385
ORD00003122,PROD00003122,USER00003122,2024-08-18,,151.09,1,,Not Returned,,42,City81,29.13,0,151.09,False,False,False,True,False,False,True,False,False,True,0.5287807904852276
ORD00003123,PROD00003123,USER00003123,2024-02-07,2023-02-01,214.57,1,Not as described,Returned,-371.0,69,City73,35.34,1,214.57,False,False,True,True,False,False,True,False,False,False,0.5027421236823576
ORD00003125,PROD00003125,USER00003125,2024-10-15,2024-01-03,430.76,2,Defective,Returned,-286.0,68,City49,42.55,1,861.52,False,False,False,False,False,False,False,True,False,True,0.5090283685338153
ORD00003127,PROD00003127,USER00003127,2024-12-03,,448.39,5,,Not Returned,,29,City29,46.16,0,2241.95,False,True,False,True,False,False,False,True,False,True,0.5179574291936421
ORD00003128,PROD00003128,USER00003128,2023-09-11,2023-08-03,225.97,5,Not as described,Returned,-39.0,32,City59,48.77,1,1129.85,False,False,False,False,True,False,False,False,False,True,0.5214981563656617
ORD00003130,PROD00003130,USER00003130,2024-02-18,2024-01-26,76.05,4,Wrong item,Returned,-23.0,28,City63,36.01,1,304.2,False,False,True,False,True,True,False,False,False,True,0.5105562940771615
ORD00003131,PROD00003131,USER00003131,2024-05-22,,370.92,4,,Not Returned,,33,City62,45.99,0,1483.68,False,True,False,True,False,True,False,False,False,False,0.5437494803175243
ORD00003136,PROD00003136,USER00003136,2023-06-10,2023-08-27,262.1,2,Changed mind,Returned,78.0,24,City74,14.09,1,524.2,False,True,False,False,False,True,False,False,False,True,0.5172684712342981
ORD00003137,PROD00003137,USER00003137,2024-05-12,,305.49,2,,Not Returned,,47,City94,32.81,0,610.98,True,False,False,True,False,False,True,False,False,False,0.5287317412812881
ORD00003138,PROD00003138,USER00003138,2023-10-27,,186.47,2,,Not Returned,,27,City83,11.86,0,372.94,False,True,False,False,True,False,True,False,False,False,0.5033322379964821
ORD00003139,PROD00003139,USER00003139,2023-07-05,2023-10-15,457.92,4,Wrong item,Returned,102.0,28,City66,12.83,1,1831.68,False,True,False,True,False,False,True,False,False,False,0.5058819147910721
ORD00003140,PROD00003140,USER00003140,2023-07-12,,413.1,2,,Not Returned,,50,City14,43.76,0,826.2,True,False,False,True,False,False,False,False,False,True,0.5292749220272128
ORD00003141,PROD00003141,USER00003141,2023-08-25,2024-04-27,292.89,5,Not as described,Returned,246.0,59,City22,37.65,1,1464.4499999999998,True,False,False,False,True,False,False,False,False,False,0.5065972167549004
ORD00003142,PROD00003142,USER00003142,2024-11-20,2024-03-26,496.23,3,Wrong item,Returned,-239.0,29,City46,49.69,1,1488.69,False,False,True,False,True,True,False,False,False,True,0.5115052880870231
ORD00003143,PROD00003143,USER00003143,2023-08-05,2024-03-17,106.75,5,Not as described,Returned,225.0,33,City68,22.74,1,533.75,True,False,False,False,True,False,True,False,False,True,0.5214945173731563
ORD00003148,PROD00003148,USER00003148,2023-09-08,2024-10-28,327.87,3,Changed mind,Returned,416.0,39,City74,32.8,1,983.61,False,False,False,False,False,True,False,False,False,True,0.526617576080894
ORD00003149,PROD00003149,USER00003149,2024-07-02,2023-10-29,235.97,4,Not as described,Returned,-247.0,60,City87,44.94,1,943.88,False,True,False,False,False,True,False,False,False,False,0.5372487143416217
ORD00003150,PROD00003150,USER00003150,2023-12-06,,23.32,3,,Not Returned,,51,City60,15.37,0,69.96000000000001,True,False,False,False,False,False,False,False,False,True,0.5010794971972443
ORD00003152,PROD00003152,USER00003152,2023-07-14,2024-10-27,22.98,3,Not as described,Returned,471.0,18,City82,47.91,1,68.94,True,False,False,False,False,False,False,False,True,False,0.5084355957272311
ORD00003153,PROD00003153,USER00003153,2024-05-15,,96.0,4,,Not Returned,,23,City99,48.65,0,384.0,False,False,True,True,False,False,True,False,False,True,0.5235208199684257
ORD00003154,PROD00003154,USER00003154,2024-04-04,2024-02-04,453.48,4,Wrong item,Returned,-60.0,49,City86,39.18,1,1813.92,False,False,False,True,False,True,False,False,False,False,0.5309093565851304
ORD00003157,PROD00003157,USER00003157,2023-03-08,,358.35,1,,Not Returned,,62,City86,49.89,0,358.35,True,False,False,False,False,False,False,False,False,True,0.5265453288252426
ORD00003160,PROD00003160,USER00003160,2024-11-16,2024-01-19,185.62,5,Defective,Returned,-302.0,60,City87,49.41,1,928.1,False,True,False,True,False,False,True,False,False,False,0.5459986912691424
ORD00003163,PROD00003163,USER00003163,2024-09-18,2023-12-31,317.13,3,Wrong item,Returned,-262.0,25,City23,46.35,1,951.39,False,True,False,False,False,False,True,False,False,True,0.5355242800296738
ORD00003164,PROD00003164,USER00003164,2024-11-28,2023-10-01,25.93,4,Changed mind,Returned,-424.0,21,City78,43.49,1,103.72,True,False,False,False,False,False,True,False,False,False,0.5346470730747589
ORD00003167,PROD00003167,USER00003167,2023-07-20,,158.69,2,,Not Returned,,29,City61,12.29,0,317.38,False,True,False,False,True,True,False,False,False,True,0.516730298232805
ORD00003171,PROD00003171,USER00003171,2024-04-21,2024-11-07,10.95,4,Not as described,Returned,200.0,39,City76,17.04,1,43.8,True,False,False,False,True,True,False,False,False,True,0.5257083571916826
ORD00003172,PROD00003172,USER00003172,2023-10-25,,274.22,5,,Not Returned,,62,City18,43.41,0,1371.1000000000001,False,False,True,True,False,False,True,False,False,True,0.5124467379311107
ORD00003173,PROD00003173,USER00003173,2023-12-14,,71.21,2,,Not Returned,,48,City44,14.0,0,142.42,False,True,False,True,False,False,False,False,False,True,0.5086022385088753
ORD00003174,PROD00003174,USER00003174,2023-07-29,2024-05-10,179.91,5,Defective,Returned,286.0,53,City66,45.37,1,899.55,False,True,False,False,False,True,False,False,False,True,0.5454898314265691
ORD00003175,PROD00003175,USER00003175,2024-08-26,,419.72,2,,Not Returned,,63,City37,34.19,0,839.44,False,True,False,True,False,False,True,False,False,False,0.5301116225065178
ORD00003176,PROD00003176,USER00003176,2024-05-23,2023-01-22,326.71,1,Defective,Returned,-487.0,52,City80,8.93,1,326.71,True,False,False,True,False,False,False,False,False,True,0.502105779365305
ORD00003180,PROD00003180,USER00003180,2023-01-28,2023-05-11,432.97,2,Changed mind,Returned,103.0,21,City3,32.03,1,865.94,False,True,False,True,False,False,False,False,True,False,0.5004240492596722
ORD00003182,PROD00003182,USER00003182,2024-09-02,,139.17,2,,Not Returned,,37,City41,16.9,0,278.34,False,True,False,False,True,True,False,False,False,True,0.5207883440482611
ORD00003185,PROD00003185,USER00003185,2024-08-21,,377.86,3,,Not Returned,,54,City7,41.34,0,1133.58,False,True,False,True,False,False,False,False,True,True,0.5124431281694745
ORD00003186,PROD00003186,USER00003186,2023-12-19,,465.34,1,,Not Returned,,30,City73,38.46,0,465.34,True,False,False,False,False,False,True,False,False,True,0.53058020808778
ORD00003188,PROD00003188,USER00003188,2024-02-02,,182.24,1,,Not Returned,,40,City91,39.09,0,182.24,False,False,False,True,False,False,False,True,False,True,0.518146155293691
ORD00003191,PROD00003191,USER00003191,2023-04-01,2023-06-04,328.51,5,Not as described,Returned,64.0,44,City88,8.97,1,1642.55,False,False,False,True,False,False,True,False,False,False,0.5011292759456172
ORD00003192,PROD00003192,USER00003192,2023-05-27,,169.4,2,,Not Returned,,69,City6,46.77,0,338.8,False,False,False,False,False,False,False,False,True,True,0.5063332366327574
ORD00003194,PROD00003194,USER00003194,2024-02-19,,374.27,2,,Not Returned,,18,City83,36.71,0,748.54,False,False,False,False,True,False,False,True,False,True,0.5046572947771303
ORD00003197,PROD00003197,USER00003197,2023-04-03,,242.54,4,,Not Returned,,65,City85,17.19,0,970.16,True,False,False,False,True,False,True,False,False,False,0.5053513873047059
ORD00003198,PROD00003198,USER00003198,2023-02-05,,42.92,4,,Not Returned,,37,City9,23.73,0,171.68,False,True,False,False,True,False,False,False,False,True,0.511073445878369
ORD00003199,PROD00003199,USER00003199,2023-04-12,2023-03-03,290.55,1,Wrong item,Returned,-40.0,57,City45,49.76,1,290.55,False,False,False,False,True,True,False,False,False,True,0.5435173784087969
ORD00003202,PROD00003202,USER00003202,2023-07-02,2024-09-07,111.71,3,Changed mind,Returned,433.0,69,City90,0.46,1,335.13,True,False,False,True,False,True,False,False,False,False,0.511622806750806
ORD00003203,PROD00003203,USER00003203,2024-02-13,,232.53,2,,Not Returned,,67,City59,19.85,0,465.06,True,False,False,False,True,False,True,False,False,False,0.5083836139489255
ORD00003204,PROD00003204,USER00003204,2024-02-20,,398.33,1,,Not Returned,,45,City80,47.05,0,398.33,False,True,False,True,False,True,False,False,False,True,0.5559712335181554
ORD00003205,PROD00003205,USER00003205,2024-07-14,2024-10-26,439.45,2,Defective,Returned,104.0,27,City74,18.45,1,878.9,False,False,False,True,False,False,True,False,False,False,0.512276896557308
ORD00003206,PROD00003206,USER00003206,2024-10-24,2023-03-30,353.86,1,Wrong item,Returned,-574.0,18,City70,7.14,1,353.86,True,False,False,False,False,True,False,False,False,False,0.5053553060585578
ORD00003207,PROD00003207,USER00003207,2023-01-29,2023-12-13,73.43,5,Wrong item,Returned,318.0,44,City32,32.04,1,367.15000000000003,False,False,False,False,True,False,True,False,False,True,0.5276736178118618
ORD00003209,PROD00003209,USER00003209,2024-08-08,,194.41,4,,Not Returned,,66,City8,28.54,0,777.64,False,False,False,True,False,True,False,False,False,True,0.5362090234354624
ORD00003210,PROD00003210,USER00003210,2023-05-18,,276.55,4,,Not Returned,,53,City59,9.42,0,1106.2,False,False,False,True,False,True,False,False,False,False,0.5117574426308347
ORD00003213,PROD00003213,USER00003213,2024-09-19,,418.47,4,,Not Returned,,53,City24,37.55,0,1673.88,False,False,False,True,False,False,False,False,False,False,0.5102476974612604
ORD00003214,PROD00003214,USER00003214,2023-06-12,2024-03-12,241.72,4,Wrong item,Returned,274.0,38,City75,33.57,1,966.88,False,False,True,False,False,True,False,False,False,True,0.5029447511150551
ORD00003217,PROD00003217,USER00003217,2023-05-15,2023-09-14,369.21,2,Wrong item,Returned,122.0,56,City22,36.73,1,738.42,False,False,False,False,False,True,False,False,False,False,0.5252802061647991
ORD00003219,PROD00003219,USER00003219,2024-01-09,2023-06-05,242.48,1,Changed mind,Returned,-218.0,34,City15,31.69,1,242.48,True,False,False,False,True,False,False,False,False,False,0.5052594943873285
ORD00003222,PROD00003222,USER00003222,2023-02-19,2024-08-18,92.78,3,Wrong item,Returned,546.0,48,City93,28.75,1,278.34000000000003,False,True,False,True,False,False,True,False,False,False,0.5299701828287995
ORD00003223,PROD00003223,USER00003223,2024-01-25,,406.67,2,,Not Returned,,25,City1,46.67,0,813.34,False,True,False,False,False,True,False,False,False,False,0.5376886178990191
ORD00003226,PROD00003226,USER00003226,2023-09-08,2024-11-08,463.26,5,Defective,Returned,427.0,55,City89,13.32,1,2316.3,False,True,False,False,False,True,False,False,False,False,0.5000697231759924
ORD00003227,PROD00003227,USER00003227,2023-12-01,,421.54,3,,Not Returned,,61,City92,19.98,0,1264.6200000000001,False,True,False,False,False,True,False,False,False,True,0.5182622181083167
ORD00003229,PROD00003229,USER00003229,2023-12-09,,390.62,5,,Not Returned,,39,City38,39.91,0,1953.1,False,True,False,False,True,False,True,False,False,False,0.5186802622591097
ORD00003230,PROD00003230,USER00003230,2023-09-23,2023-08-17,225.83,1,Wrong item,Returned,-37.0,37,City73,45.33,1,225.83,True,False,False,True,False,False,False,True,False,False,0.5210310119689441
ORD00003231,PROD00003231,USER00003231,2024-06-06,,284.99,2,,Not Returned,,70,City80,43.25,0,569.98,False,True,False,False,False,True,False,False,False,True,0.5415499787999013
ORD00003232,PROD00003232,USER00003232,2024-03-31,,111.79,5,,Not Returned,,21,City99,19.68,0,558.95,False,False,False,False,False,False,True,False,False,True,0.5155002879930526
ORD00003234,PROD00003234,USER00003234,2024-10-26,,234.94,3,,Not Returned,,45,City97,47.09,0,704.8199999999999,False,True,False,True,False,False,True,False,False,False,0.5423468627327028
ORD00003238,PROD00003238,USER00003238,2023-12-10,2023-05-07,326.59,2,Changed mind,Returned,-217.0,67,City4,21.09,1,653.18,True,False,False,False,True,True,False,False,False,False,0.515696257941115
ORD00003243,PROD00003243,USER00003243,2024-07-24,2023-10-14,80.59,4,Defective,Returned,-284.0,26,City5,22.89,1,322.36,False,True,False,True,False,False,True,False,False,False,0.5269097585405126
ORD00003244,PROD00003244,USER00003244,2023-03-15,2024-11-26,290.5,2,Changed mind,Returned,622.0,38,City96,47.08,1,581.0,False,False,False,True,False,False,False,True,False,True,0.5242630958480389
ORD00003246,PROD00003246,USER00003246,2023-06-03,2023-05-11,55.66,5,Wrong item,Returned,-23.0,44,City14,40.45,1,278.29999999999995,False,False,False,False,True,False,False,False,False,True,0.5222203457511506
ORD00003247,PROD00003247,USER00003247,2024-08-16,2024-11-24,179.46,5,Changed mind,Returned,100.0,25,City61,32.48,1,897.3000000000001,True,False,False,False,True,True,False,False,False,True,0.5334938623751919
ORD00003248,PROD00003248,USER00003248,2023-02-10,2024-05-24,266.87,5,Not as described,Returned,469.0,22,City97,22.88,1,1334.35,True,False,False,True,False,True,False,False,False,False,0.5259189255615911
ORD00003250,PROD00003250,USER00003250,2024-02-01,2023-05-01,226.48,3,Defective,Returned,-276.0,22,City19,32.3,1,679.4399999999999,False,True,False,False,False,False,True,False,False,True,0.5256423773091807
ORD00003252,PROD00003252,USER00003252,2023-09-12,,435.26,5,,Not Returned,,24,City67,45.37,0,2176.3,True,False,False,True,False,False,True,False,False,False,0.5300842088924217
ORD00003254,PROD00003254,USER00003254,2023-08-13,2024-02-06,138.87,5,Changed mind,Returned,177.0,58,City60,36.85,1,694.35,False,True,False,False,False,False,False,False,False,True,0.5197959140545669
ORD00003255,PROD00003255,USER00003255,2023-08-01,2024-08-20,11.57,5,Changed mind,Returned,385.0,61,City98,40.99,1,57.85,False,False,False,False,False,False,True,False,False,True,0.5379472907105937
ORD00003259,PROD00003259,USER00003259,2023-03-31,,47.07,4,,Not Returned,,24,City31,36.12,0,188.28,False,False,False,False,True,False,False,True,False,False,0.5055159082259711
ORD00003260,PROD00003260,USER00003260,2024-06-01,,44.73,3,,Not Returned,,30,City30,41.07,0,134.19,False,False,True,True,False,False,True,False,False,True,0.5168066021916031
ORD00003263,PROD00003263,USER00003263,2023-02-21,2024-12-17,495.25,2,Changed mind,Returned,665.0,65,City32,19.82,1,990.5,False,False,False,False,True,False,True,False,False,True,0.5084638424294704
ORD00003265,PROD00003265,USER00003265,2024-12-18,2024-12-28,237.54,4,Defective,Returned,10.0,47,City25,31.91,1,950.16,True,False,False,True,False,False,False,False,False,True,0.5203308572788047
ORD00003268,PROD00003268,USER00003268,2024-03-29,2024-05-06,405.0,3,Not as described,Returned,38.0,43,City27,25.68,1,1215.0,False,False,False,False,True,True,False,False,False,False,0.5133777946904078
ORD00003271,PROD00003271,USER00003271,2024-09-08,2024-04-26,129.75,1,Changed mind,Returned,-135.0,62,City94,35.36,1,129.75,False,True,False,False,False,False,False,False,False,True,0.5148984687834852
ORD00003273,PROD00003273,USER00003273,2023-09-27,2024-09-08,185.82,1,Changed mind,Returned,347.0,21,City93,40.56,1,185.82,True,False,False,False,True,False,False,True,False,True,0.5124398713347592
ORD00003274,PROD00003274,USER00003274,2024-10-29,2023-12-19,144.87,2,Changed mind,Returned,-315.0,55,City98,43.48,1,289.74,False,False,False,True,False,False,False,False,False,True,0.5283288626091928
ORD00003277,PROD00003277,USER00003277,2023-06-05,,80.22,4,,Not Returned,,26,City34,40.88,0,320.88,True,False,False,False,True,True,False,False,False,True,0.5434082462822555
ORD00003281,PROD00003281,USER00003281,2024-10-02,2024-10-28,291.24,3,Changed mind,Returned,26.0,31,City29,39.45,1,873.72,False,False,True,True,False,True,False,False,False,False,0.5116844392555444
ORD00003282,PROD00003282,USER00003282,2024-06-24,,467.87,2,,Not Returned,,69,City26,18.14,0,935.74,True,False,False,False,False,True,False,False,False,True,0.5175431482057704
ORD00003283,PROD00003283,USER00003283,2024-08-08,,355.78,5,,Not Returned,,59,City4,49.38,0,1778.8999999999999,True,False,False,False,False,False,False,False,False,False,0.5135890518232238
ORD00003287,PROD00003287,USER00003287,2024-01-23,,352.07,4,,Not Returned,,61,City80,41.93,0,1408.28,False,True,False,True,False,True,False,False,False,True,0.5465912311293464
ORD00003288,PROD00003288,USER00003288,2024-08-20,2023-11-04,240.76,2,Wrong item,Returned,-290.0,63,City100,19.81,1,481.52,False,True,False,False,True,False,False,False,False,True,0.5018346539077775
ORD00003289,PROD00003289,USER00003289,2023-09-19,2024-07-05,107.52,4,Changed mind,Returned,290.0,24,City84,3.81,1,430.08,False,True,False,True,False,False,False,False,False,True,0.5022517396533502
ORD00003290,PROD00003290,USER00003290,2024-10-12,2023-12-05,32.35,3,Wrong item,Returned,-312.0,24,City32,25.63,1,97.05000000000001,False,False,True,False,False,True,False,False,False,True,0.501034656193594
ORD00003291,PROD00003291,USER00003291,2023-10-14,,56.76,3,,Not Returned,,45,City16,40.46,0,170.28,False,False,False,False,False,True,False,False,False,False,0.5331445304244449
ORD00003292,PROD00003292,USER00003292,2023-06-08,,380.98,3,,Not Returned,,47,City67,35.05,0,1142.94,False,False,False,False,False,False,False,False,False,True,0.5069194943391481
ORD00003293,PROD00003293,USER00003293,2024-05-02,2024-09-24,111.14,5,Changed mind,Returned,145.0,21,City55,21.96,1,555.7,True,False,False,False,True,False,False,True,False,True,0.5015039078962482
ORD00003295,PROD00003295,USER00003295,2024-01-02,,417.05,4,,Not Returned,,51,City54,41.38,0,1668.2,False,True,False,True,False,False,False,False,True,True,0.509184917579041
ORD00003300,PROD00003300,USER00003300,2024-11-09,,451.89,1,,Not Returned,,20,City7,10.51,0,451.89,True,False,False,True,False,True,False,False,False,False,0.5186359905718738
ORD00003301,PROD00003301,USER00003301,2024-12-10,2024-06-13,225.37,2,Not as described,Returned,-180.0,33,City44,40.55,1,450.74,False,False,True,False,True,False,True,False,False,True,0.5025632829023426
ORD00003302,PROD00003302,USER00003302,2024-06-21,2024-10-21,184.18,2,Not as described,Returned,122.0,62,City42,26.47,1,368.36,False,False,False,True,False,False,False,False,False,True,0.5136594992294637
ORD00003303,PROD00003303,USER00003303,2023-08-15,2023-07-24,20.81,4,Not as described,Returned,-22.0,44,City98,31.66,1,83.24,False,True,False,False,True,False,True,False,False,True,0.5318163627061624
ORD00003304,PROD00003304,USER00003304,2023-05-20,2024-08-30,138.42,1,Defective,Returned,468.0,56,City36,0.54,1,138.42,True,False,False,True,False,False,True,False,False,False,0.502175219137076
ORD00003307,PROD00003307,USER00003307,2024-01-12,2024-10-31,484.03,3,Wrong item,Returned,293.0,38,City26,26.39,1,1452.09,False,True,False,True,False,False,True,False,False,False,0.5197043441130496
ORD00003311,PROD00003311,USER00003311,2023-08-22,,19.37,2,,Not Returned,,42,City80,31.54,0,38.74,False,True,False,False,True,False,True,False,False,True,0.5270769313953398
ORD00003314,PROD00003314,USER00003314,2024-04-23,2023-09-05,110.94,1,Changed mind,Returned,-231.0,68,City3,29.1,1,110.94,False,False,False,False,True,True,False,False,False,True,0.5256541877535977
ORD00003315,PROD00003315,USER00003315,2024-03-01,2023-03-18,232.88,1,Defective,Returned,-349.0,39,City27,39.63,1,232.88,True,False,False,False,True,False,False,False,True,True,0.5031634377876167
ORD00003316,PROD00003316,USER00003316,2023-04-04,,391.08,1,,Not Returned,,44,City96,30.32,0,391.08,False,False,False,False,False,False,True,False,False,True,0.5203654872400458
ORD00003317,PROD00003317,USER00003317,2023-04-01,,384.2,3,,Not Returned,,70,City34,16.75,0,1152.6,True,False,False,True,False,True,False,False,False,False,0.5195637326420222
ORD00003318,PROD00003318,USER00003318,2024-11-16,2023-11-02,182.12,2,Changed mind,Returned,-380.0,27,City14,35.88,1,364.24,True,False,False,False,True,False,True,False,False,False,0.5223409889219762
ORD00003321,PROD00003321,USER00003321,2023-06-05,2024-10-28,472.15,1,Defective,Returned,511.0,28,City47,30.69,1,472.15,False,False,False,False,True,False,False,False,False,True,0.5076028046717587
ORD00003322,PROD00003322,USER00003322,2024-08-24,,429.26,5,,Not Returned,,48,City59,48.11,0,2146.3,False,True,False,False,False,False,False,True,False,False,0.5046627716922223
ORD00003324,PROD00003324,USER00003324,2024-04-04,,73.41,4,,Not Returned,,23,City20,42.14,0,293.64,False,False,False,False,True,False,False,False,False,False,0.5154916696892472
ORD00003326,PROD00003326,USER00003326,2024-12-23,,271.69,4,,Not Returned,,37,City19,45.14,0,1086.76,False,True,False,False,False,False,True,False,False,False,0.5291337703291402
ORD00003327,PROD00003327,USER00003327,2024-09-23,,27.12,2,,Not Returned,,63,City6,21.32,0,54.24,False,False,False,True,False,False,False,False,False,True,0.5107521002428159
ORD00003329,PROD00003329,USER00003329,2024-11-22,2024-12-31,167.61,1,Not as described,Returned,39.0,69,City72,46.42,1,167.61,False,False,True,False,True,False,True,False,False,True,0.507480026074351
ORD00003330,PROD00003330,USER00003330,2023-05-16,,256.23,2,,Not Returned,,43,City31,45.1,0,512.46,False,False,True,True,False,True,False,False,False,False,0.5176999358820986
ORD00003336,PROD00003336,USER00003336,2023-03-13,2023-05-08,302.22,2,Wrong item,Returned,56.0,35,City28,39.34,1,604.44,True,False,False,True,False,False,True,False,False,True,0.5398718523373921
ORD00003339,PROD00003339,USER00003339,2023-09-23,,98.57,4,,Not Returned,,63,City62,27.28,0,394.28,False,False,False,True,False,False,False,False,False,False,0.5122500899949501
ORD00003340,PROD00003340,USER00003340,2024-02-17,,303.35,2,,Not Returned,,27,City4,47.63,0,606.7,False,True,False,False,False,False,False,False,False,False,0.5190098157712569
ORD00003341,PROD00003341,USER00003341,2024-09-08,,282.33,3,,Not Returned,,25,City24,43.29,0,846.99,False,False,False,False,True,False,True,False,False,True,0.5293239700594551
ORD00003344,PROD00003344,USER00003344,2024-01-01,2023-02-02,140.54,1,Defective,Returned,-333.0,23,City34,8.08,1,140.54,True,False,False,True,False,True,False,False,False,False,0.5156613260097969
